tier,n_rows,n_auctions,MAE,RMSE,corr,directional_accuracy,MAE_zero_baseline,MAE_reduction_vs_zero_pct,share_of_val_auctions_pct,corr_se_by_date,MAE_reduction_se_by_date
T1_low,310640,5648,5.289269249270105,7.576871006887903,0.16490975211861206,0.5495718516610868,5.36912231438939,1.4872647789244193,39.22494617681784,0.004674213642290142,0.07163997642955593
T2_mid,277640,5048,5.969522742114852,8.477957655671956,0.18359807386845015,0.5581652499639821,6.087235648317636,1.9337662118488375,35.05799013820404,0.004415325077004491,0.07484454225682403
T3_high,203665,3703,8.548711401207054,12.903864832669221,0.17466638454169728,0.5634645128028871,8.737860149059314,2.1647033097985964,25.717063684978122,0.006746431448106304,0.09389816503482767
