feature,coefficient
market_urgency_cs_z,-1.3911582708162131
liquidity_imbalance_cs_z,-0.6592394108630529
liquidity_imbalance_cs_rank,0.5144620498674404
auction_imbalance_ratio_cs_z,0.27297670626318177
auction_imbalance_ratio_cs_rank,0.10992721425163139
market_urgency_cs_rank,0.03476088828417359
