feature,coefficient
market_urgency,-1.5779051159625652
ref_mid_dist,0.4648434204037145
matched_size_ratio,-0.07213597872852784
auction_imbalance_ratio,0.0563814023260779
liquidity_imbalance,-0.0422818701426225
far_near_dist,-0.012320220489445751
