feature,coefficient
wap,-899.3785044685894
reference_price,401.323301617651
ask_price,232.60984684822705
bid_price,139.36492411916473
near_price,19.671087454740896
imbalance_buy_sell_flag,0.12878049061024927
far_price,-0.022201244904870604
bid_size,-1.8533585925812866e-06
ask_size,1.3339300492377195e-06
imbalance_size,1.9365993034496792e-10
matched_size,1.1928979743471158e-10
